45,0.35376602,0.33165324
46,0.35957533,0.34173387
47,0.35797277,0.33971775
48,0.36318108,0.34576613
49,0.3651843,0.34375
50,0.3661859,0.34475806
51,0.36558494,0.34778225
52,0.37099358,0.34879032
53,0.3731971,0.35887095
54,0.37259614,0.35584676
55,0.37179488,0.35685483
56,0.3760016,0.35383064
57,0.37259614,0.3518145
58,0.3778045,0.35987905
59,0.3778045,0.35685483
60,0.38241187,0.3669355
61,0.38581732,0.375
62,0.38120994,0.36592743
63,0.38060898,0.36895162
64,0.38762018,0.37701613
65,0.38541666,0.3780242
66,0.3898237,0.3780242
67,0.38822114,0.3719758
68,0.3934295,0.3780242
69,0.39623398,0.38709676
70,0.3976362,0.39112905
71,0.39823717,0.3891129
72,0.39903846,0.375
73,0.40204328,0.3860887
74,0.40084136,0.38104838
75,0.39903846,0.38104838
76,0.39883813,0.38104838
77,0.40204328,0.38004032
78,0.40084136,0.37600806
79,0.40685096,0.3830645
80,0.40645033,0.3830645
81,0.4034455,0.38508064
82,0.4072516,0.3981855
83,0.40865386,0.39415324
84,0.40925482,0.39415324
85,0.41266027,0.40221775
86,0.4130609,0.39717743
87,0.4132612,0.3951613
88,0.41366187,0.3981855
89,0.4148638,0.40120968
